StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
2023-12-11 12:33:50,2023-12-11 12:35:43,IP Address,146.70.104.28,100,112,True,2023-12-11 12:35:43,R_wTajEvNW21Hqkox,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 12:35:47,2023-12-11 12:38:40,IP Address,146.70.104.28,100,172,True,2023-12-11 12:38:40,R_1nPgbiRI0WHfAzg,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat uncomfortable,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
2023-12-11 12:39:00,2023-12-11 12:54:59,IP Address,146.70.104.28,100,958,True,2023-12-11 12:54:59,R_povdWusMmIBUzqp,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2023-12-11 12:55:02,2023-12-11 12:57:58,IP Address,146.70.104.28,100,176,True,2023-12-11 12:57:58,R_1i5aJiWdEciy2Zb,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree
2023-12-11 12:58:02,2023-12-11 13:03:02,IP Address,146.70.104.28,100,299,True,2023-12-11 13:03:02,R_3CO7g2ts7n9Xqe9,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-11 13:10:22,2023-12-11 13:13:33,IP Address,146.70.104.28,100,190,True,2023-12-11 13:13:33,R_1JWKl6Z4nmkkXE8,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 13:13:36,2023-12-11 13:16:43,IP Address,146.70.104.28,100,187,True,2023-12-11 13:16:44,R_3oKP88oQX5bG6ER,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 13:16:50,2023-12-11 13:19:38,IP Address,146.70.104.28,100,168,True,2023-12-11 13:19:39,R_32IRbwyWw1Y2QXm,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-11 13:19:42,2023-12-11 13:22:21,IP Address,146.70.104.28,100,159,True,2023-12-11 13:22:22,R_3G0Y2jkeegv2nnv,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2023-12-11 13:22:25,2023-12-11 13:25:57,IP Address,146.70.104.28,100,211,True,2023-12-11 13:25:57,R_3M9kdmHyKCcqwdM,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-11 13:26:01,2023-12-11 13:28:38,IP Address,146.70.104.28,100,156,True,2023-12-11 13:28:38,R_2PAoq0oQ0hq01wN,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-11 13:28:44,2023-12-11 13:32:14,IP Address,146.70.104.28,100,210,True,2023-12-11 13:32:15,R_10xtOEqk2DUJuI9,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-11 13:32:56,2023-12-11 13:36:34,IP Address,146.70.104.28,100,218,True,2023-12-11 13:36:35,R_3isxK1jF4PdPr1V,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 13:36:52,2023-12-11 13:44:32,IP Address,146.70.104.28,100,460,True,2023-12-11 13:44:32,R_ZpLlPiNyD1cAFLX,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2023-12-11 13:45:07,2023-12-11 13:49:23,IP Address,146.70.104.28,100,255,True,2023-12-11 13:49:23,R_27BWHVAemVBxNdB,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-11 13:49:29,2023-12-11 13:52:41,IP Address,146.70.104.28,100,192,True,2023-12-11 13:52:42,R_AGxuWfHYB40N0KB,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 13:52:45,2023-12-11 13:56:18,IP Address,146.70.104.28,100,212,True,2023-12-11 13:56:19,R_1OppZezQ3V0yz0v,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-11 13:56:25,2023-12-11 14:00:39,IP Address,146.70.95.147,100,253,True,2023-12-11 14:00:39,R_VKEWMNtI1XzUv2V,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-11 14:00:45,2023-12-11 14:02:56,IP Address,146.70.95.147,100,131,True,2023-12-11 14:02:57,R_33rPiSIpix6YtXS,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 14:03:02,2023-12-11 14:06:46,IP Address,146.70.104.28,100,223,True,2023-12-11 14:06:46,R_2zAxZyi5zgmOTrw,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 14:06:53,2023-12-11 14:09:07,IP Address,146.70.104.28,100,134,True,2023-12-11 14:09:07,R_22Fb9qHfnU7UyJE,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Male,Master's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 14:09:11,2023-12-11 14:14:45,IP Address,146.70.104.28,100,334,True,2023-12-11 14:14:45,R_baBA2y4azRidcuR,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-12-11 14:14:48,2023-12-11 14:18:26,IP Address,146.70.104.28,100,218,True,2023-12-11 14:18:27,R_sZQeoRoEfB3ruiR,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 14:18:29,2023-12-11 14:20:09,IP Address,146.70.104.28,100,99,True,2023-12-11 14:20:09,R_1F3YsPF6jkOGGGC,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-11 14:20:16,2023-12-11 14:23:44,IP Address,146.70.104.28,100,208,True,2023-12-11 14:23:45,R_VPhE3nE7rP9bt3X,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-12-11 14:23:48,2023-12-11 14:26:21,IP Address,146.70.104.28,100,153,True,2023-12-11 14:26:22,R_5hHmZ2ZstZqSG5j,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-12-11 14:26:24,2023-12-11 14:28:41,IP Address,146.70.104.28,100,136,True,2023-12-11 14:28:41,R_OuIAKXWpsE7IbIt,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-11 14:28:45,2023-12-11 14:32:16,IP Address,146.70.104.28,100,210,True,2023-12-11 14:32:16,R_3eeHFTIIn5FB5SN,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-11 14:32:20,2023-12-11 14:37:05,IP Address,146.70.104.28,100,285,True,2023-12-11 14:37:05,R_32VlB21kkzLN0AV,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Male,Master's Degree,Employed Full-Time,Weekly,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-11 14:37:08,2023-12-11 14:40:35,IP Address,146.70.104.28,100,206,True,2023-12-11 14:40:35,R_1qa32QqDzWfMNNW,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-11 14:44:54,2023-12-11 14:47:26,IP Address,146.70.104.28,100,152,True,2023-12-11 14:47:26,R_eEyuzohGrcPgghP,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 14:47:29,2023-12-11 14:52:03,IP Address,146.70.104.28,100,274,True,2023-12-11 14:52:03,R_1ezXovTFFPUlys6,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-12-11 14:52:11,2023-12-11 14:57:58,IP Address,146.70.104.28,100,346,True,2023-12-11 14:58:00,R_XAKojE6iWuoVzz3,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-11 16:08:08,2023-12-11 16:12:07,IP Address,92.4.98.45,100,239,True,2023-12-11 16:12:08,R_27QmGr25m7AodpU,,,,,53.3528,-1.4845,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-09 13:15:37,2023-12-09 13:15:42,IP Address,217.138.254.78,4,5,False,2023-12-16 13:15:44,R_2f3a8C9fJJIUkiJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
2023-12-19 08:16:45,2023-12-19 08:19:22,IP Address,146.70.104.12,100,156,True,2023-12-19 08:19:22,R_2NB8zdJzKDFaK5P,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Master's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-19 17:19:35,2023-12-19 17:25:34,IP Address,146.70.104.12,100,358,True,2023-12-19 17:25:35,R_26uUX146cDsEy1r,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree
2023-12-19 17:25:38,2023-12-19 17:28:47,IP Address,217.138.254.75,100,188,True,2023-12-19 17:28:47,R_4U3D1vzEWPfwp9C,,,,,51.4964,-0.1224,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Part-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-12-19 17:28:54,2023-12-19 17:30:58,IP Address,217.138.254.75,100,124,True,2023-12-19 17:30:59,R_1DToMj3KGYJzlr8,,,,,51.4964,-0.1224,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-19 17:31:07,2023-12-19 17:34:37,IP Address,146.70.95.151,100,210,True,2023-12-19 17:34:37,R_6gkDOjEo8q93RR7,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
